Company,Product,TypeName,Inches,Ram,OS,Weight,Price_Tsh,Screen,ScreenW,ScreenH,Touchscreen,IPSpanel,RetinaDisplay,CPU_company,CPU_freq,CPU_model,PrimaryStorage,SecondaryStorage,PrimaryStorageType,SecondaryStorageType,GPU_company,GPU_model
Lenovo,ThinkPad X270,Ultrabook,12.5,8,Windows 10,1.36,5016000,Full HD,1920,1080,No,Yes,No,Intel,2.6,Core i5 7300U,256,0,SSD,No,Intel,HD Graphics 620
Acer,Aspire F5-573G-510L,Notebook,15.6,12,Windows 10,2.4,2875650,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,128,1024,SSD,HDD,Nvidia,GeForce GTX 950M
Toshiba,Portege X20W-D-10V,Ultrabook,12.5,8,Windows 10,1.1,5101500,Full HD,1920,1080,Yes,No,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620
HP,ProBook 450,Notebook,15.6,8,Windows 10,2.04,2412525,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Nvidia,GeForce 930MX
Dell,Inspiron 3567,Notebook,15.6,4,Linux,2.25,1327017,Standard,1366,768,No,No,No,Intel,2,Core i3 6006U,1024,0,HDD,No,AMD,Radeon R5 M430
Dell,Latitude 5580,Notebook,15.6,4,Windows 10,1.9,2351250,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620
HP,ProBook 450,Notebook,15.6,4,Windows 10,2.04,1952250,Full HD,1920,1080,No,No,No,Intel,2.4,Core i3 7100U,500,0,HDD,No,Intel,HD Graphics 620
Dell,Alienware 17,Gaming,17.3,32,Windows 10,4.42,8974650,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070
Lenovo,IdeaPad 310-15IKB,Notebook,15.6,6,Windows 10,2.4,1980750,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Nvidia,GeForce 920MX
Dell,XPS 13,2 in 1 Convertible,13.3,16,Windows 10,1.22,5412150,Quad HD+,3200,1800,Yes,No,No,Intel,1.3,Core i7 7Y75,512,0,SSD,No,Intel,HD Graphics 615
Dell,Latitude E7470,Ultrabook,14,8,Windows 10,1.5,5594493,Standard,2560,1440,Yes,No,No,Intel,2.6,Core i7 6600U,256,0,SSD,No,Intel,HD Graphics 520
Dell,Alienware 17,Gaming,17.3,32,Windows 10,4.42,7980000,Full HD,1920,1080,No,No,No,Intel,2.6,Core i7 6700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070
Toshiba,Tecra A40-C-1DF,Notebook,14,8,Windows 10,1.95,3363000,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520
Asus,Rog Strix,Gaming,17.3,16,Windows 10,2.73,5842215,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1060
HP,Probook 450,Notebook,15.6,8,Windows 10,2.04,2790150,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i5 7200U,128,1024,SSD,HDD,Nvidia,GeForce 930MX
Lenovo,ThinkPad T460,Notebook,14,4,Windows 7,1.7,2855700,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6200U,508,0,Hybrid,No,Intel,HD Graphics 520
Asus,Q534UX-BHI7T19 (i7-7500U/16GB/2TB,2 in 1 Convertible,15.6,16,Windows 10,2.3,5127150,4K Ultra HD,3840,2160,Yes,No,No,Intel,2.7,Core i7 7500U,512,2048,SSD,HDD,Nvidia,GeForce GTX 950M
HP,15-bs053od (i7-7500U/6GB/1TB/W10),Notebook,15.6,6,Windows 10,2.04,1650150,Standard,1366,768,No,No,No,Intel,2.7,Core i7 7500U,1024,0,HDD,No,Intel,HD Graphics 620
Asus,Rog GL753VE-DS74,Gaming,17.3,16,Windows 10,2.99,4984650,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1050 Ti
Dell,Inspiron 7579,2 in 1 Convertible,15.6,12,Windows 10,2.19,3702150,Full HD,1920,1080,Yes,Yes,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620
Toshiba,Portege Z30-C-1CV,Notebook,13.3,4,Windows 7,1.2,3405750,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,128,0,SSD,No,Intel,HD Graphics 520
Lenovo,IdeaPad 320-15ABR,Notebook,15.6,6,Windows 10,2.2,1564650,Full HD,1920,1080,No,No,No,AMD,3.6,A12-Series 9720P,256,0,SSD,No,AMD,Radeon 530
Fujitsu,LifeBook A556,Notebook,15.6,4,Windows 10,2.3,1849650,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520
Toshiba,Tecra A40-C-1KF,Notebook,14,4,Windows 10,1.75,2607750,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520
Dell,Inspiron 3567,Notebook,15.6,4,Windows 10,2.25,1707150,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,AMD,Radeon R5 M430
HP,Probook 450,Notebook,15.6,8,Windows 10,2.04,2297100,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics 620
Lenovo,Legion Y520-15IKBN,Gaming,15.6,8,Windows 10,2.5,3388650,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1060
Dell,Inspiron 5567,Notebook,15.6,8,Windows 10,2.36,2134650,Standard,1366,768,No,No,No,Intel,2.7,Core i7 7500U,1024,0,HDD,No,AMD,Radeon R7 M445
Dell,Latitude 5480,Notebook,14,8,Windows 10,1.6,3189150,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,128,0,SSD,No,Intel,HD Graphics 620 
HP,EliteBook Folio,Netbook,12.5,8,Windows 10,0.97,5437800,Full HD,1920,1080,No,No,No,Intel,1.2,Core M 6Y75,512,0,SSD,No,Intel,HD Graphics 515
HP,15-bs005nv (i3-6006U/4GB/1TB,Notebook,15.6,4,Windows 10,2.1,1422150,Full HD,1920,1080,No,No,No,Intel,2,Core i3 6006U,128,1024,SSD,HDD,AMD,Radeon 520
Lenovo,V110-15IAP (N3350/4GB/128GB/No,Notebook,15.6,4,No OS,1.9,771267,Standard,1366,768,No,No,No,Intel,1.1,Celeron Dual Core N3350,128,0,SSD,No,Intel,HD Graphics 500
Lenovo,ThinkPad T560,Notebook,15.6,8,Windows 10,2.3,3844650,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520
Dell,Inspiron 5378,2 in 1 Convertible,13.3,8,Windows 10,1.68,2533650,Full HD,1920,1080,Yes,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
Asus,ZenBook UX310UA-FB485T,Notebook,13.3,8,Windows 10,1.4,3277500,Quad HD+,3200,1800,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
HP,Spectre 13-V111dx,Ultrabook,13.3,8,Windows 10,1.11,3844650,Full HD,1920,1080,Yes,Yes,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620
Acer,Aspire ES1-533,Notebook,15.6,4,Windows 10,2.4,1083000,Standard,1366,768,No,No,No,Intel,1.1,Pentium Quad Core N4200,500,0,HDD,No,Intel,HD Graphics 505
Asus,Rog GL553VE-DS74,Gaming,15.6,16,Windows 10,2.5,5127150,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1050 Ti
HP,EliteBook 840,Ultrabook,14,8,Windows 10,1.48,5953650,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620
Acer,Nitro 5,Gaming,15.6,8,Windows 10,2.7,3591000,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050
HP,ENVY -,Notebook,13.3,8,Windows 10,1.34,3388650,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
Dell,Vostro 3568,Notebook,15.6,4,Windows 10,2.18,1558950,Standard,1366,768,No,No,No,Intel,2.4,Core i3 7100U,128,0,SSD,No,Intel,HD Graphics 620
HP,Probook 440,Notebook,14,4,Windows 10,1.64,2220150,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620
Toshiba,Portege Z30-C-16H,Notebook,13.3,4,Windows 10,1.2,3405750,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,128,0,SSD,No,Intel,HD Graphics 520
HP,EliteBook 840,Notebook,14,4,Windows 10,1.48,3134971.5,Standard,1366,768,No,No,No,Intel,2.4,Core i5 6300U,256,0,SSD,No,Intel,HD Graphics 520
HP,ProBook 640,Notebook,14,4,Windows 10,1.95,3434250,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
HP,EliteBook 1040,Ultrabook,14,8,Windows 7,1.43,4129650,Full HD,1920,1080,No,No,No,Intel,2.6,Core i7 6600U,256,0,SSD,No,Intel,HD Graphics 520
HP,ProBook 440,Notebook,14,8,Windows 10,1.64,2990391,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Nvidia,GeForce 930MX
HP,Probook 440,Notebook,14,4,Windows 10,1.64,1949400,Standard,1366,768,No,No,No,Intel,2.4,Core i3 7100U,500,0,HDD,No,Intel,HD Graphics 620
Dell,Inspiron 7567,Gaming,15.6,8,Windows 10,2.65,2704650,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7300HQ,1024,0,Hybrid,No,Nvidia,GeForce GTX 1050
HP,EliteBook 820,Ultrabook,12.5,4,Windows 10,1.26,4386150,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620
HP,Elitebook 840,Notebook,14,4,Windows 10,1.48,4531500,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
HP,EliteBook 840,Ultrabook,14,8,Windows 10,1.54,5378548.5,Full HD,1920,1080,No,No,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520
HP,Probook 430,Notebook,13.3,4,Windows 10,1.49,2280000,Standard,1366,768,No,No,No,Intel,2.4,Core i3 7100U,500,0,HDD,No,Intel,HD Graphics 620
Toshiba,Portege A30-C-1CZ,Notebook,13.3,8,Windows 10,1.5,3448500,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520
HP,ProBook 450,Notebook,15.6,4,Windows 10,2.04,2194471.5,Standard,1366,768,No,No,No,Intel,2.4,Core i3 7100U,256,0,SSD,No,Intel,HD Graphics 620
Lenovo,ThinkPad P70,Notebook,17.3,16,Windows 7,2.4,8458800,4K Ultra HD,3840,2160,No,Yes,No,Intel,2.7,Core i7 6820HQ,512,0,SSD,No,Nvidia,Quadro 3000M
Toshiba,Tecra Z40-C-12Z,Notebook,14,8,Windows 10,1.47,4246500,Full HD,1920,1080,No,Yes,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520
HP,EliteBook 1040,Notebook,14,8,Windows 10,1.43,6352650,Full HD,1920,1080,No,No,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520
Dell,Inspiron 5568,2 in 1 Convertible,15.6,4,Windows 10,2.08,2268571.5,Full HD,1920,1080,Yes,Yes,No,Intel,2.3,Core i3 6100U,1024,0,HDD,No,Intel,HD Graphics 520
Toshiba,Portégé Z30-C-16K,Ultrabook,13.3,8,Windows 10,1.2,4531500,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520
HP,Spectre 13-V100nv,Notebook,13.3,8,Windows 10,1.11,3274650,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
HP,ProBook 440,Notebook,14,8,Windows 10,1.64,3378475.5,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Nvidia,GeForce 930MX
Dell,Latitude E5570,Notebook,15.6,8,Windows 10,2.09,2982354,Full HD,1920,1080,No,No,No,Intel,2.4,Core i5 6300U,500,0,HDD,No,Intel,HD Graphics 520
HP,Elitebook 820,Ultrabook,12.5,4,Windows 10,1.26,4443150,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
HP,ProBook 650,Notebook,14,4,Windows 10,2.31,3388650,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620
HP,ProBook 640,Notebook,14,4,Windows 10,1.95,3021000,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620
Dell,XPS 13,Ultrabook,13.3,8,Windows 10,1.29,4628400,Quad HD+,3200,1800,Yes,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
HP,Probook 470,Notebook,17.3,8,Windows 10,2.63,3078000,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Nvidia,GeForce 930MX
HP,ProBook 440,Notebook,14,4,Windows 10,1.64,2773050,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
Acer,Aspire 3,Notebook,15.6,6,Windows 10,2.1,1165650,Standard,1366,768,No,No,No,AMD,3,A9-Series 9420,1024,0,HDD,No,AMD,Radeon R5
MSI,GL72M 7RDX,Gaming,17.3,8,Windows 10,2.7,3396630,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050
HP,Probook 640,Notebook,14,8,Windows 7,1.95,3405750,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520
HP,EliteBook 850,Notebook,15.6,8,Windows 10,1.84,3502621.5,Full HD,1920,1080,No,No,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520
HP,EliteBook 820,Ultrabook,12.5,8,Windows 10,1.26,3844650,Full HD,1920,1080,No,No,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520
HP,ProBook 450,Notebook,15.6,4,Windows 10,2.04,2114700,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620
Toshiba,Tecra Z40-C-136,Ultrabook,14,8,Windows 10,1.47,4916250,Full HD,1920,1080,No,Yes,No,Intel,2.6,Core i7 6600U,256,0,SSD,No,Intel,HD Graphics 520
Dell,Latitude E5570,Notebook,15.6,8,Windows 7,2.09,3029407.5,Full HD,1920,1080,No,No,No,Intel,2.4,Core i5 6300U,256,0,SSD,No,Intel,HD Graphics 520
HP,ProBook 440,Notebook,14,8,Windows 10,1.64,2879953.5,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
Lenovo,Yoga 500-15ISK,2 in 1 Convertible,15.6,4,Windows 10,1.8,2413950,Full HD,1920,1080,Yes,Yes,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520
Vero,V142 (X5-Z8350/2GB/32GB/W10),Notebook,14,2,Windows 10,1.45,600780,Standard,1366,768,No,No,No,Intel,1.44,Atom X5-Z8350,32,0,Flash Storage,No,Intel,HD Graphics 400
Toshiba,Tecra A50-C-218,Notebook,15.6,16,Windows 10,2.4,4061250,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,Nvidia,GeForce 930M
Lenovo,Thinkpad L560,Notebook,15.6,8,Windows 10,2.3,2991360,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520
HP,EliteBook 840,Notebook,14,4,Windows 10,1.54,2850000,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520
HP,EliteBook 850,Notebook,15.6,8,Windows 10,1.84,5994519,Full HD,1920,1080,No,No,No,Intel,2.4,Core i5 6300U,256,500,SSD,HDD,Intel,HD Graphics 520
HP,EliteBook 1040,Notebook,14,8,Windows 7,1.43,4186650,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520
MSI,GT72S Dominator,Gaming,17.3,16,Windows 10,3.78,4405074,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 6820HK,256,1024,SSD,HDD,Nvidia,GeForce GTX 980M
Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,16,Windows 10,4.6,6526471.5,Full HD,1920,1080,No,Yes,No,Intel,2.6,Core i7 6700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 980M
Asus,Chromebook C202SA,Netbook,11.6,4,Chrome OS,1.2,820515,Standard,1366,768,No,No,No,Intel,1.6,Celeron Dual Core N3060,16,0,Flash Storage,No,Intel,HD Graphics 400
Lenovo,ThinkPad X1,Notebook,14,16,Windows 7,1.1,7467000,Standard,2560,1440,No,Yes,No,Intel,2.6,Core i7 6600U,256,0,SSD,No,Intel,HD Graphics 520
HP,Noteb Pav,Notebook,15.6,8,Windows 10,1.91,2790150,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 7500U,1024,0,HDD,No,Nvidia,GeForce 940MX
Dell,Inspiron 5578,2 in 1 Convertible,15.6,8,Windows 10,2.3,3117900,Full HD,1920,1080,Yes,Yes,No,Intel,2.7,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
HP,ProBook 450,Notebook,15.6,4,Windows 10,2.04,2790150,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
Dell,XPS 13,Ultrabook,13.3,16,Windows 10,1.2,6423900,Quad HD+,3200,1800,Yes,No,No,Intel,2.7,Core i7 7500U,1024,0,SSD,No,Intel,HD Graphics 620
HP,ProBook 650,Notebook,15.6,4,Windows 10,2.31,2009677.5,Standard,1366,768,No,No,No,Intel,2.3,Core i3 6100U,500,0,HDD,No,Intel,HD Graphics 520
HP,250 G5,Notebook,15.6,4,No OS,1.96,1422150,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620
Acer,Aspire ES1-523,Notebook,15.6,8,Windows 10,2.4,1279650,Standard,1366,768,No,No,No,AMD,2.2,A8-Series 7410,1024,0,HDD,No,AMD,Radeon R5
Dell,Inspiron 7378,2 in 1 Convertible,13.3,12,Windows 10,1.6,3702150,Full HD,1920,1080,Yes,Yes,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620
MSI,GT62VR 6RD,Gaming,15.6,16,Windows 10,2.94,5184150,Full HD,1920,1080,No,No,No,Intel,2.6,Core i7 6700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1060
HP,ProBook 450,Notebook,15.6,8,Windows 10,2.04,3049500,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620
Asus,Rog G752VL-GC088D,Gaming,17.3,16,No OS,4,2844300,Full HD,1920,1080,No,Yes,No,Intel,2.6,Core i7 6700HQ,1024,0,HDD,No,Nvidia,GeForce GTX 965M
Dell,Inspiron 3567,Notebook,15.6,4,Windows 10,2.25,1593150,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics
Dell,Inspiron 5567,Notebook,15.6,16,Windows 10,2.32,2821471.5,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,2048,0,HDD,No,AMD,Radeon R7 M445
MSI,GS63VR 6RF,Gaming,15.6,16,Windows 10,1.8,5497650,Full HD,1920,1080,No,No,No,Intel,2.6,Core i7 6700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1060
Dell,XPS 13,Ultrabook,13.3,8,Windows 10,1.29,4155300,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620
Asus,ROG G701VO,Gaming,17.3,64,Windows 10,3.58,11328750,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 6820HK,1024,0,SSD,No,Nvidia,GeForce GTX 980 
Dell,Inspiron 5368,2 in 1 Convertible,13.3,8,Windows 10,1.62,2274328.5,Full HD,1920,1080,Yes,No,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520
Dell,Alienware 15,Gaming,15.6,16,Windows 10,3.21,3787650,4K Ultra HD,3840,2160,No,No,No,Intel,2.6,Core i7 6700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 970M
Apple,"MacBook 12""",Ultrabook,12,8,Mac OS X,0.92,3705000,Standard,2304,1440,No,Yes,Yes,Intel,1.1,Core M,256,0,Flash Storage,No,Intel,HD Graphics 515
Dell,Latitude 3570,Notebook,15.6,4,Windows 10,2.06,1373643,Standard,1366,768,No,No,No,Intel,2.3,Core i3 6100U,500,0,HDD,No,Intel,HD Graphics 520
HP,ProBook 650,Notebook,15.6,4,Windows 10,2.31,3417150,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520
HP,EliteBook 820,Ultrabook,12.5,8,Windows 7,1.26,3417150,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520
HP,ProBook 430,Notebook,13.3,8,Windows 10,1.49,3106500,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620
Lenovo,ThinkPad Yoga,Ultrabook,12.5,8,Windows 10,1.3,4883446.5,Full HD,1920,1080,Yes,Yes,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520
Lenovo,IdeaPad 300-17ISK,Notebook,17.3,8,Windows 10,3,1878150,Standard,1600,900,No,No,No,Intel,2.3,Core i5 6200U,1024,0,HDD,No,AMD,Radeon R5 M330
Lenovo,Ideapad 700-15ISK,Notebook,15.6,4,Windows 10,2.3,2784450,Full HD,1920,1080,No,Yes,No,Intel,2.3,Core i5 6300HQ,1024,0,HDD,No,Nvidia,GeForce GTX 950M
MSI,GT72VR Dominator,Gaming,17.3,16,Windows 10,3.78,7122150,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070
Lenovo,V110-15ISK (i5-6200U/4GB/500GB/W10),Notebook,15.6,4,Windows 10,2.1,1539000,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520
HP,Probook 650,Notebook,15.6,4,Windows 7,2.31,2679000,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520
Lenovo,Yoga 900S-12ISK,Ultrabook,12.5,8,Windows 10,0.99,3987150,Standard,2560,1440,Yes,Yes,No,Intel,1.2,Core M 6Y75,512,0,SSD,No,Intel,HD Graphics 515
Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,32,Windows 10,4.6,9234000,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 6820HK,512,1024,SSD,Hybrid,Nvidia,GeForce GTX 980M
Lenovo,Yoga Book,2 in 1 Convertible,10.1,4,Windows 10,0.69,1841869.5,Standard,1920,1200,Yes,Yes,No,Intel,1.44,Atom x5-Z8550,64,0,Flash Storage,No,Intel,HD Graphics 400
HP,Spectre x360,Ultrabook,13.3,16,Windows 10,1.3,5839650,4K Ultra HD,3840,2160,No,Yes,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620
Dell,Vostro 3568,Notebook,15.6,8,Windows 10,2.18,2137500,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
HP,EliteBook 840,Notebook,14,4,Windows 7,1.54,2938321.5,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520
HP,ZBook 15u,Workstation,15.6,8,Windows 7,1.9,4260750,Full HD,1920,1080,No,No,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,AMD,FirePro W4190M
Lenovo,ThinkPad T460,Notebook,14,8,Windows 7,1.7,3417150,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,180,0,SSD,No,Intel,HD Graphics 520
HP,Chromebook 13,Notebook,13.3,4,Chrome OS,1.29,1752750,Quad HD+,3200,1800,No,No,No,Intel,1.5,Pentium Dual Core 4405Y,32,0,Flash Storage,No,Intel,HD Graphics 515
Acer,Aspire ES1-523,Notebook,15.6,4,Windows 10,2.4,1102950,Standard,1366,768,No,No,No,AMD,2.2,A8-Series 7410,500,0,HDD,No,AMD,Radeon R5
Dell,Inspiron 3552,Notebook,15.6,4,Linux,2.2,1121446.5,Standard,1366,768,No,No,No,Intel,1.6,Pentium Quad Core N3700,500,0,HDD,No,Intel,HD Graphics
HP,250 G6,Notebook,15.6,4,No OS,1.86,986071.5,Standard,1366,768,No,No,No,Intel,2,Core i3 6006U,1024,0,HDD,No,Intel,HD Graphics 520
Asus,Rog GL702VM-GC354T,Gaming,17.3,8,Windows 10,2.7,4557150,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1060
Dell,Inspiron 5370,Ultrabook,13.3,4,Windows 10,1.4,2332297.5,Full HD,1920,1080,No,Yes,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,AMD,Radeon 530
HP,Elitebook 820,Netbook,12.5,4,Windows 7,2.4,4557150,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6200U,128,0,SSD,No,Intel,HD Graphics 520
Acer,Aspire F5-573G,Notebook,15.6,8,Windows 10,2.4,2277150,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,1024,SSD,HDD,Nvidia,GeForce GTX 950M
Dell,Inspiron 5567,Notebook,15.6,8,Windows 10,2.36,1820580,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,AMD,Radeon R7 M445
MSI,GS70 Stealth,Gaming,17.3,8,Windows 10,2.6,4557150,Full HD,1920,1080,No,No,No,Intel,2.6,Core i7 6700HQ,256,0,SSD,No,Nvidia,GeForce GTX 965M
HP,250 G5,Notebook,15.6,4,Windows 10,1.96,1425000,Standard,1366,768,No,No,No,Intel,1.6,Pentium Quad Core N3710,1024,0,HDD,No,Intel,HD Graphics 405
Asus,G752VY-GC162T (i7-6700HQ/16GB/1TB,Gaming,17.3,16,Windows 10,4.3,6552150,Full HD,1920,1080,No,Yes,No,Intel,2.6,Core i7 6700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 980M
Dell,Latitude E5270,Ultrabook,12.5,4,Windows 7,1.5,3235177.5,Standard,1366,768,No,No,No,Intel,2.3,Core i3 6100U,500,0,HDD,No,Intel,HD Graphics 520
